1	1	33.232491	2	36.519287	35.000000	4	19.942885	5	2	1	2	0	0.0000
2	2	33.232491	2	38.546269	35.000000	1	1.056600	2	3	1	2	0	0.0000
3	3	33.232491	2	40.095245	35.000000	2	1.139498	7	6	1	1	0	0.0000
4	4	33.232491	1	30.853571	35.000000	1	1.337781	4	7	2	2	0	0.0000
5	5	33.232491	2	34.825947	35.000000	2	0.943805	7	3	2	1	0	0.0000
6	6	33.232491	1	28.978183	35.000000	1	0.845849	3	4	1	2	0	0.0000
7	7	33.232491	1	30.299495	35.000000	1	0.935471	3	4	1	2	0	0.0000
8	8	33.232491	1	28.617990	35.000000	1	0.766006	3	2	1	2	0	0.0000
9	9	33.232491	2	38.908936	35.000000	2	0.731188	2	6	1	2	0	0.0000
10	10	33.232491	2	36.609639	35.000000	2	0.913958	6	2	1	1	0	0.0000
11	11	33.232491	1	30.321294	35.000000	1	0.490643	5	2	1	2	0	0.0000
12	12	33.232491	1	29.039664	35.000000	1	0.627449	3	7	1	1	0	0.0000
13	13	33.232491	2	37.446931	35.000000	2	0.756439	3	4	1	1	0	0.0000
14	14	33.232491	2	36.499406	35.000000	2	1.082603	2	4	1	1	0	0.0000
15	15	33.232491	1	29.808835	35.000000	1	0.650701	8	7	1	1	0	0.0000
16	1	46.923699	2	49.637555	49.000000	2	2.187203	3	2	1	1	3	3.2456
17	2	46.923699	2	53.429572	49.000000	2	1.830123	3	7	1	1	3	0.6358
18	3	46.923699	2	55.606219	49.000000	2	1.706112	7	5	1	2	2	0.8932
19	4	46.923699	2	48.790127	49.000000	2	1.160716	7	2	1	2	2	1.2416
20	5	46.923699	2	54.778409	49.000000	2	2.159453	5	3	1	2	2	1.0642
21	6	46.923699	2	54.350119	49.000000	2	1.700977	7	5	1	1	1	4.1120
22	7	46.923699	1	43.339089	49.000000	1	1.777096	7	5	2	1	1	1.4087
23	8	46.923699	1	42.422752	49.000000	1	1.504676	3	2	1	2	1	0.8351
