1	1	59.625620	2	63.000000	65.581643	2	2.310399	3	6	1	2	0	0.0000
2	2	59.625620	2	63.000000	69.894955	2	1.694120	4	3	2	1	0	0.0000
3	3	59.625620	1	63.000000	57.859504	2	1.311972	3	4	1	1	0	0.0000
4	4	59.625620	2	63.000000	62.788194	2	1.766756	2	3	1	1	0	0.0000
5	5	59.625620	1	63.000000	57.316161	1	0.843006	4	3	1	2	0	0.0000
6	6	59.625620	2	63.000000	64.540153	1	1.757467	4	5	1	1	0	0.0000
7	7	59.625620	2	63.000000	66.693013	2	1.418215	7	6	1	1	0	0.0000
8	8	59.625620	2	63.000000	67.751506	2	2.932796	4	2	2	1	0	0.0000
9	9	59.625620	1	63.000000	56.912890	1	1.865662	3	2	2	1	0	0.0000
10	10	59.625620	2	63.000000	68.853687	1	1.329617	2	4	1	1	0	0.0000
11	11	59.625620	2	63.000000	65.799114	1	1.967686	2	4	1	1	0	0.0000
12	12	59.625620	1	63.000000	56.724605	1	1.675856	2	4	1	2	0	0.0000
13	13	59.625620	1	63.000000	57.503188	2	1.044187	3	2	1	2	0	0.0000
14	14	59.625620	1	63.000000	57.471368	2	1.062344	5	6	1	2	0	0.0000
15	15	59.625620	1	63.000000	58.217192	4	6.271349	4	8	1	2	0	0.0000
16	16	59.625620	2	63.000000	65.431922	2	1.224313	7	6	1	1	0	0.0000
17	17	59.625620	2	63.000000	65.447891	2	0.962866	2	3	1	1	0	0.0000
18	18	59.625620	2	63.000000	66.582810	2	0.871846	3	5	1	1	0	0.0000
19	19	59.625620	1	63.000000	56.522666	1	0.720819	6	2	1	2	0	0.0000
20	20	59.625620	2	63.000000	68.400291	2	0.679969	7	5	1	1	0	0.0000
21	21	59.625620	1	63.000000	58.135756	2	1.008474	4	5	1	2	0	0.0000
22	22	59.625620	2	63.000000	66.399435	2	0.964114	3	2	1	1	0	0.0000
23	23	59.625620	2	63.000000	68.919960	2	0.921090	6	3	1	1	0	0.0000
24	24	59.625620	1	63.000000	56.636291	1	0.647879	3	2	2	1	0	0.0000
25	25	59.625620	1	63.000000	57.321343	1	0.785731	3	5	2	2	0	0.0000
26	26	59.625620	2	63.000000	69.975080	2	0.726194	2	3	1	2	0	0.0000
27	27	59.625620	1	63.000000	56.903059	1	0.733355	5	3	1	2	0	0.0000
28	28	59.625620	1	63.000000	56.299556	1	0.763886	2	7	1	1	0	0.0000
29	29	59.625620	2	63.000000	66.099914	2	0.856768	5	6	1	2	0	0.0000
30	1	20.437076	1	21.000000	15.977114	1	2.764436	2	3	2	2	2	1.9824
31	2	20.437076	1	21.000000	17.932284	1	2.594912	5	4	1	1	1	1.5700
32	3	20.437076	2	21.000000	24.078279	1	2.057956	6	4	1	2	2	1.8548
33	4	20.437076	2	21.000000	24.107386	1	3.267096	4	8	2	2	2	1.3106
34	5	20.437076	1	21.000000	16.064574	1	2.400658	2	3	1	2	2	1.2471
35	6	20.437076	2	21.000000	24.399284	1	2.123847	6	3	1	1	1	1.0060
36	7	20.437076	2	21.000000	24.785690	1	2.485080	4	7	1	1	1	1.5204
37	8	20.437076	2	21.000000	23.033397	2	2.002184	7	8	1	2	2	1.0409
38	9	20.437076	2	21.000000	25.731308	2	2.198798	3	4	1	2	2	1.2055
39	10	20.437076	2	21.000000	22.233460	2	1.988339	8	2	1	2	2	1.1561
40	11	20.437076	1	21.000000	16.934376	2	2.044723	6	5	1	1	1	0.9783
41	12	20.437076	1	21.000000	16.742563	1	1.594052	2	8	1	1	1	0.6821
42	13	20.437076	1	21.000000	18.423015	1	1.078045	5	2	1	2	2	1.8344
43	14	20.437076	1	21.000000	14.531121	1	2.591205	5	3	1	1	1	0.8225
44	15	20.437076	2	21.000000	24.771414	1	1.780941	3	4	1	1	1	0.7647
45	16	20.437076	2	21.000000	22.439877	1	1.924980	7	4	1	2	1	0.9595
46	17	20.437076	2	21.000000	27.602478	1	2.832406	3	6	1	2	2	1.0696
47	18	20.437076	2	21.000000	27.321931	2	1.801864	6	2	1	1	1	0.7128
48	19	20.437076	1	21.000000	14.273814	1	2.067307	3	2	2	1	1	0.6316
49	20	20.437076	2	21.000000	25.235456	2	2.717529	4	6	1	2	2	1.1113
50	21	20.437076	2	21.000000	23.955513	2	2.097523	8	6	1	2	2	1.8922
51	22	20.437076	2	21.000000	26.474606	1	2.695202	8	2	1	1	1	0.6897
52	23	20.437076	2	21.000000	23.726778	2	1.301598	8	6	1	1	1	0.7850
53	24	20.437076	1	21.000000	15.871529	1	1.624793	3	7	1	1	2	2.7037
54	25	20.437076	1	21.000000	14.422157	1	1.705027	3	2	1	2	2	0.7162
55	26	20.437076	1	21.000000	14.797315	1	1.702767	7	8	1	2	2	0.9062
56	27	20.437076	1	21.000000	15.676380	1	2.668976	3	7	1	1	1	1.0488
57	28	20.437076	1	21.000000	18.174499	1	1.237669	5	6	2	2	2	0.9641
58	29	20.437076	1	21.000000	16.817468	1	1.612284	2	3	1	1	1	0.6428
59	30	20.437076	2	21.000000	23.361420	2	1.528776	4	5	2	2	2	0.8349
60	31	20.437076	2	21.000000	22.227454	1	2.208494	3	5	1	1	1	1.1113
61	32	20.437076	1	21.000000	14.310092	1	1.329585	2	4	1	1	1	1.3077
62	33	20.437076	2	21.000000	23.439372	1	1.510443	2	6	1	2	2	0.9618
63	34	20.437076	1	21.000000	14.777830	1	1.642123	3	2	1	1	1	1.4324
64	35	20.437076	2	21.000000	26.445453	2	1.821503	7	5	1	2	2	1.2598
65	36	20.437076	1	21.000000	17.869126	2	1.392593	3	6	2	2	1	0.8247
66	37	20.437076	2	21.000000	22.619072	1	2.759218	2	5	1	2	2	0.7595
67	38	20.437076	1	21.000000	14.520853	1	1.872686	8	3	1	2	2	2.1572
68	39	20.437076	1	21.000000	18.299138	1	1.333207	4	5	1	2	2	0.9034
69	40	20.437076	1	21.000000	17.633658	1	3.306357	5	2	1	2	2	1.6042
70	41	20.437076	1	21.000000	18.949213	1	1.522755	4	8	1	1	1	1.5094
71	42	20.437076	1	21.000000	17.018664	1	2.032037	7	4	1	1	1	0.7817
72	43	20.437076	2	21.000000	25.011829	1	1.685289	2	8	1	1	1	1.6653
73	44	20.437076	2	21.000000	23.755819	1	2.237089	5	3	1	1	1	0.5225
74	45	20.437076	1	21.000000	14.196884	2	2.149297	4	8	2	2	2	0.7901
75	46	20.437076	1	21.000000	18.668789	1	2.589874	4	7	1	2	2	1.0371
76	47	20.437076	2	21.000000	22.190424	2	3.282575	3	5	1	2	2	0.7491
77	48	20.437076	1	21.000000	17.194364	1	2.142359	4	8	1	1	1	1.0320
78	49	20.437076	2	21.000000	25.944956	2	1.813585	4	2	1	1	1	1.1161
79	50	20.437076	2	21.000000	24.019802	1	1.894149	3	7	1	2	2	0.8019
80	51	20.437076	1	21.000000	16.577302	1	2.401097	3	4	1	1	1	1.2077
81	52	20.437076	1	21.000000	18.754377	2	2.934386	2	5	1	1	1	1.3674
82	53	20.437076	2	21.000000	27.208250	1	1.407520	2	7	1	1	1	1.0067
83	54	20.437076	1	21.000000	15.406041	1	1.205717	7	5	1	1	1	0.7095
84	55	20.437076	1	21.000000	18.690317	1	2.640547	8	2	1	2	2	1.6375
85	56	20.437076	2	21.000000	22.412546	2	2.890730	4	6	1	2	2	1.2138
86	57	20.437076	1	21.000000	16.379951	2	2.884365	3	2	1	1	1	0.8408
87	58	20.437076	1	21.000000	14.281542	1	1.372539	5	7	1	1	1	0.9493
88	59	20.437076	1	21.000000	18.167377	1	1.646317	3	2	1	1	1	0.5716
89	60	20.437076	1	21.000000	16.209861	1	1.244218	3	4	1	1	2	0.5706
90	61	20.437076	1	21.000000	17.268752	1	1.107111	2	3	2	2	2	0.8469
91	62	20.437076	1	21.000000	14.217862	1	1.551503	3	2	2	1	1	1.0053
92	63	20.437076	2	21.000000	25.833364	1	1.588293	7	3	1	2	2	0.9482
93	64	20.437076	2	21.000000	26.405978	2	1.613226	3	5	1	2	2	0.8518
94	65	20.437076	2	21.000000	27.121723	1	1.289431	3	4	1	2	1	0.7091
95	66	20.437076	2	21.000000	22.110804	2	1.712260	2	3	1	2	2	0.7950
96	67	20.437076	2	21.000000	23.016940	2	1.889873	4	2	1	1	1	0.8695
97	68	20.437076	2	21.000000	25.862230	2	2.450125	4	2	1	2	2	1.1907
98	69	20.437076	2	21.000000	24.783458	2	1.694130	3	2	1	1	1	1.0341
99	70	20.437076	1	21.000000	14.118290	1	1.327370	6	3	1	1	1	0.6985
100	71	20.437076	2	21.000000	25.980157	2	1.621787	4	5	1	1	1	0.5803
101	72	20.437076	1	21.000000	15.539154	1	1.444412	3	6	1	1	1	1.0184
102	73	20.437076	1	21.000000	15.599441	1	1.024655	3	2	1	1	1	0.7677
103	74	20.437076	1	21.000000	18.259175	1	2.080178	3	2	1	2	2	1.1957
104	75	20.437076	2	21.000000	23.818207	2	1.594599	3	4	2	2	2	0.9625
105	76	20.437076	2	21.000000	23.854092	2	1.666709	8	3	2	1	1	0.5113
106	77	20.437076	2	21.000000	24.078964	2	1.618025	3	7	1	1	1	1.9048
107	1	48.845445	1	49.000000	47.079407	4	7.793129	3	6	1	1	0	0.0000
108	2	48.845445	1	49.000000	46.548388	2	1.196366	5	4	1	2	0	0.0000
109	3	48.845445	2	49.000000	52.835487	2	0.967812	4	3	1	2	0	0.0000
110	4	48.845445	2	49.000000	55.344034	2	0.764622	7	3	1	1	0	0.0000
111	5	48.845445	1	49.000000	45.872991	2	1.153625	2	4	1	1	0	0.0000
112	6	48.845445	1	49.000000	44.916143	2	0.663169	6	2	1	1	0	0.0000
113	7	48.845445	1	49.000000	47.272460	1	1.136431	5	8	1	2	0	0.0000
114	8	48.845445	1	49.000000	46.696400	1	1.046362	2	3	1	1	0	0.0000
115	9	48.845445	2	49.000000	54.693999	2	0.679999	7	2	1	2	0	0.0000
116	10	48.845445	1	49.000000	42.864829	1	1.024586	8	4	1	2	0	0.0000
117	11	48.845445	2	49.000000	54.035262	2	0.987438	5	2	1	2	0	0.0000
118	12	48.845445	1	49.000000	44.601355	1	0.727703	5	3	1	1	0	0.0000
119	13	48.845445	2	49.000000	52.540337	1	1.158186	3	4	1	2	0	0.0000
120	14	48.845445	2	49.000000	55.582547	2	0.491651	4	3	1	2	0	0.0000
121	15	48.845445	2	49.000000	51.205497	2	0.684254	5	4	2	1	0	0.0000
122	16	48.845445	2	49.000000	53.963501	2	0.660665	3	2	2	1	0	0.0000
123	17	48.845445	1	49.000000	45.402019	1	0.685787	3	5	1	1	0	0.0000
124	18	48.845445	2	49.000000	54.358499	2	0.726359	3	2	1	2	0	0.0000
125	19	48.845445	1	49.000000	45.534749	1	0.869384	3	8	1	1	0	0.0000
126	20	48.845445	1	49.000000	42.780881	1	0.678504	3	2	1	2	0	0.0000
127	1	80.092037	1	77.000000	70.835603	2	1.795326	4	3	1	2	2	1.1864
128	2	80.092037	2	77.000000	82.815534	2	1.793872	5	6	1	2	2	0.9377
129	3	80.092037	2	77.000000	81.662238	2	1.091333	5	3	2	1	1	0.8878
130	4	80.092037	1	77.000000	74.553596	2	1.315427	3	2	1	2	2	0.6222
131	5	80.092037	1	77.000000	76.307592	1	1.341032	2	3	1	2	2	0.7351
132	6	80.092037	1	77.000000	75.741276	1	1.425166	4	8	1	2	2	0.7758
133	7	80.092037	2	77.000000	83.627397	2	1.608228	8	3	2	1	2	0.7355
134	8	80.092037	1	77.000000	72.497527	1	1.337385	2	3	1	1	1	0.6433
135	9	80.092037	2	77.000000	83.473170	1	1.192688	2	8	2	2	2	1.1131
136	10	80.092037	2	77.000000	83.233427	2	1.507236	2	4	1	1	1	0.6146
137	11	80.092037	2	77.000000	83.134118	1	1.405352	4	5	1	1	1	1.4687
138	12	80.092037	1	77.000000	76.227197	1	1.736616	5	3	1	1	1	0.8104
139	13	80.092037	1	77.000000	77.233312	2	1.928869	3	4	1	2	2	0.9545
140	14	80.092037	1	77.000000	72.382011	1	1.563796	4	6	1	2	2	0.7241
141	15	80.092037	1	77.000000	73.234998	1	1.334675	6	4	1	2	2	1.2170
142	16	80.092037	2	77.000000	83.297602	1	2.287168	3	7	1	2	2	0.9545
143	17	80.092037	1	77.000000	74.259787	1	1.531420	5	8	1	1	1	0.6534
144	18	80.092037	1	77.000000	70.345919	1	2.002695	4	6	1	1	1	1.0257
145	19	80.092037	1	77.000000	76.622897	1	1.339774	5	3	1	1	1	0.9622
146	20	80.092037	1	77.000000	71.555728	1	1.066646	2	3	2	2	2	0.6956
147	21	80.092037	1	77.000000	74.316422	1	0.922790	2	5	1	1	1	0.4859
148	22	80.092037	2	77.000000	81.967607	2	1.714011	3	6	1	2	2	1.0204
149	23	80.092037	1	77.000000	75.544461	1	1.938720	4	6	1	1	1	0.5005
150	24	80.092037	1	77.000000	77.601418	1	1.503993	6	5	1	1	2	0.4113
