1	1	36.698395	2	35.000000	40.761512	2	2.272743
2	2	36.698395	2	35.000000	39.360452	2	1.150172
3	3	36.698395	2	35.000000	39.546287	2	1.344812
4	4	36.698395	1	35.000000	29.790083	2	0.876318
5	5	36.698395	1	35.000000	35.011662	3	4.898572
6	6	36.698395	1	35.000000	33.500598	2	2.913881
7	7	36.698395	1	35.000000	32.598345	3	4.301389
8	8	36.698395	2	35.000000	38.336109	1	2.428676
9	9	36.698395	1	35.000000	29.110885	2	0.493182
10	10	36.698395	1	35.000000	32.716832	1	1.593924
11	11	36.698395	2	35.000000	39.550047	4	5.635074
12	12	36.698395	2	35.000000	41.468306	2	0.732403
13	13	36.698395	2	35.000000	41.603721	1	0.720212
14	14	36.698395	2	35.000000	41.687602	2	0.540766
15	15	36.698395	2	35.000000	38.670011	2	0.384678
16	16	36.698395	1	35.000000	34.701625	2	0.506819
17	17	36.698395	1	35.000000	28.514427	1	1.632120
18	18	36.698395	1	35.000000	33.378024	2	0.759873
19	19	36.698395	2	35.000000	40.769416	2	0.939220
20	20	36.698395	2	35.000000	39.474959	2	0.398928
21	21	36.698395	1	35.000000	32.052438	1	0.768780
22	22	36.698395	1	35.000000	30.365538	1	0.667363
23	23	36.698395	2	35.000000	39.635448	2	0.649846
24	24	36.698395	1	35.000000	30.580553	2	0.904959
25	25	36.698395	1	35.000000	30.611884	1	1.118099
26	26	36.698395	1	35.000000	30.657831	1	0.482477
27	27	36.698395	2	35.000000	40.569418	2	0.592352
28	28	36.698395	1	35.000000	32.677887	2	0.338179
29	29	36.698395	1	35.000000	33.759044	4	9.710468
30	30	36.698395	1	35.000000	28.506652	2	1.593947
31	31	36.698395	1	35.000000	34.952220	1	0.874995
32	32	36.698395	2	35.000000	38.541228	1	0.642172
33	33	36.698395	1	35.000000	28.440063	4	6.529280
34	34	36.698395	2	35.000000	41.239219	2	0.950516
35	35	36.698395	1	35.000000	28.105814	2	1.233399
36	36	36.698395	2	35.000000	39.243372	2	1.728834
37	37	36.698395	1	35.000000	28.989380	2	2.108714
38	38	36.698395	2	35.000000	40.472048	2	0.624726
39	39	36.698395	2	35.000000	39.422598	2	0.873375
40	40	36.698395	2	35.000000	38.335981	2	0.783779
41	41	36.698395	1	35.000000	35.186706	2	1.089627
42	42	36.698395	1	35.000000	31.149390	2	3.191162
43	43	36.698395	2	35.000000	41.143930	2	0.751203
44	44	36.698395	2	35.000000	40.406475	2	0.370329
45	45	36.698395	1	35.000000	30.234021	1	0.812839
46	46	36.698395	2	35.000000	41.456685	2	1.086097
47	47	36.698395	2	35.000000	40.099086	2	0.619656
48	48	36.698395	2	35.000000	39.814464	1	1.460304
49	49	36.698395	1	35.000000	30.601984	1	0.706842
50	50	36.698395	2	35.000000	39.418638	2	0.471986
51	51	36.698395	2	35.000000	38.177624	2	0.542800
52	52	36.698395	1	35.000000	32.291513	1	0.506809
53	53	36.698395	2	35.000000	40.154455	2	0.783922
54	54	36.698395	1	35.000000	31.283813	1	0.658022
55	55	36.698395	2	35.000000	38.670280	2	1.296977
56	56	36.698395	1	35.000000	33.263462	1	0.718535
57	1	17.679383	1	21.000000	15.644583	2	4.428232
58	2	17.679383	2	21.000000	21.614553	2	0.761921
59	3	17.679383	2	21.000000	23.128562	1	0.717291
60	4	17.679383	2	21.000000	24.590532	2	0.793445
61	5	17.679383	2	21.000000	24.368030	2	0.387374
62	6	17.679383	2	21.000000	26.604566	2	0.813648
63	7	17.679383	1	21.000000	14.617116	1	0.822578
64	8	17.679383	1	21.000000	15.206196	1	0.847004
65	9	17.679383	2	21.000000	20.581531	2	1.030683
66	10	17.679383	2	21.000000	25.599887	2	0.631240
67	11	17.679383	2	21.000000	22.302402	2	1.215698
68	12	17.679383	2	21.000000	21.368366	1	0.920515
69	13	17.679383	2	21.000000	20.672750	2	0.996826
70	14	17.679383	1	21.000000	15.923259	2	0.582468
