1	1	64.937793	2	67.117884	63.000000	1	1.022935
2	2	64.937793	2	68.927569	63.000000	2	1.184753
3	3	64.937793	2	69.242250	63.000000	2	3.104932
4	4	64.937793	2	69.214079	63.000000	2	0.668886
5	5	64.937793	2	68.828306	63.000000	2	0.778608
6	6	64.937793	1	61.377511	63.000000	1	0.678917
7	7	64.937793	1	59.403318	63.000000	1	0.707825
8	8	64.937793	1	57.491271	63.000000	1	0.741492
9	9	64.937793	2	69.543668	63.000000	2	0.712733
10	10	64.937793	2	66.546754	63.000000	2	0.927223
11	11	64.937793	1	57.734523	63.000000	1	0.658275
12	12	64.937793	1	59.938102	63.000000	1	0.839538
13	13	64.937793	1	61.651836	63.000000	1	0.662504
14	14	64.937793	1	59.181846	63.000000	1	0.605506
15	1	91.728599	2	95.831905	91.000000	2	2.781764
16	2	91.728599	1	87.593404	91.000000	2	0.872715
17	3	91.728599	2	96.679229	91.000000	1	1.816020
18	4	91.728599	1	88.833026	91.000000	2	2.375503
19	5	91.728599	1	84.511497	91.000000	1	0.629318
20	6	91.728599	2	97.630907	91.000000	2	0.677957
21	7	91.728599	2	96.134787	91.000000	2	0.668362
22	8	91.728599	1	87.680730	91.000000	1	0.704371
23	9	91.728599	2	93.799350	91.000000	1	1.782128
24	10	91.728599	1	84.607261	91.000000	1	1.010631
25	11	91.728599	2	93.869196	91.000000	2	0.672798
26	12	91.728599	2	96.900143	91.000000	2	0.606686
27	13	91.728599	1	86.699130	91.000000	1	0.851182
28	14	91.728599	1	84.711246	91.000000	1	0.580375
29	15	91.728599	2	94.469254	91.000000	2	0.877538
30	16	91.728599	1	89.200789	91.000000	1	3.011873
31	17	91.728599	1	89.274596	91.000000	1	0.683431
32	18	91.728599	2	95.044185	91.000000	2	0.753315
33	1	46.238125	1	42.056977	49.000000	2	1.572426
34	2	46.238125	1	44.321274	49.000000	2	1.053769
35	3	46.238125	1	42.757062	49.000000	2	1.945377
36	4	46.238125	2	49.873803	49.000000	2	0.944870
37	5	46.238125	1	43.584594	49.000000	1	0.497461
38	6	46.238125	1	42.567712	49.000000	1	0.602421
39	7	46.238125	2	55.737622	49.000000	2	0.528593
40	8	46.238125	1	44.540418	49.000000	1	0.635107
41	9	46.238125	2	51.383381	49.000000	2	0.562245
42	10	46.238125	2	55.935063	49.000000	2	1.015808
43	11	46.238125	2	54.213885	49.000000	2	0.485114
44	12	46.238125	2	54.129029	49.000000	2	0.475236
45	13	46.238125	1	42.506578	49.000000	1	0.625247
46	14	46.238125	1	44.327641	49.000000	1	0.432915
47	15	46.238125	2	50.977010	49.000000	2	0.601784
48	16	46.238125	1	42.606642	49.000000	1	0.462123
49	1	21.182497	1	15.514155	21.000000	2	2.783138
50	2	21.182497	2	26.282240	21.000000	1	1.462477
51	3	21.182497	1	16.101059	21.000000	2	1.479315
52	4	21.182497	2	23.103554	21.000000	2	1.780039
53	5	21.182497	1	18.822068	21.000000	1	0.716880
54	6	21.182497	2	26.723519	21.000000	2	0.448879
55	7	21.182497	2	26.526617	21.000000	2	0.589988
56	8	21.182497	1	17.440316	21.000000	1	0.474109
57	9	21.182497	2	23.894793	21.000000	2	0.559941
58	10	21.182497	1	17.792711	21.000000	1	0.482096
59	11	21.182497	1	15.896570	21.000000	1	0.548618
60	12	21.182497	2	24.043293	21.000000	2	0.614783
61	13	21.182497	2	25.154541	21.000000	2	0.691398
62	14	21.182497	1	19.742481	21.000000	1	0.670650
63	15	21.182497	2	26.090872	21.000000	2	0.700616
64	16	21.182497	1	15.267905	21.000000	1	0.609826
65	1	34.697895	2	37.770694	35.000000	1	0.995657
66	2	34.697895	2	39.175972	35.000000	2	0.636422
67	3	34.697895	2	37.920496	35.000000	2	0.850879
68	4	34.697895	2	41.077465	35.000000	2	1.196562
69	5	34.697895	1	33.153663	35.000000	1	0.788370
70	6	34.697895	1	31.720140	35.000000	1	0.564777
71	7	34.697895	2	40.855166	35.000000	2	0.427580
72	8	34.697895	1	29.594991	35.000000	1	0.479488
