t2c_delay,alpha,noise,t2c_liti,t2c_siti
1.0,0.11,2.71,0.38292488012786363,0.26638252530633993
1.0,0.11,2.8100000000000001,0.45275056518462703,0.33790504898266771
1.0,0.11,2.9100000000000001,0.39472965592572368,0.27621518296013109
1.0,0.11,3.0099999999999998,0.37673353978726271,0.29944796014541536
1.0,0.11,3.1099999999999999,0.4383983572895277,0.30228806101496036
1.0,0.11,3.21,0.37643998513563731,0.25232255667038278
1.0,0.11,3.3100000000000001,0.53527397260273979,0.364041095890411
1.0,0.11,3.4100000000000001,0.41550007216048485,0.32573242892192233
1.0,0.11,3.5099999999999998,0.35763097949886108,0.33136808254053335
1.0,0.11,3.6099999999999999,0.41041723479683667,0.31647122988819198
1.0,0.11,3.71,0.40481729848090875,0.31298754618858632
1.0,0.11,3.8100000000000001,0.43097538173885941,0.3242443128700529
1.0,0.11,3.9100000000000001,0.36462491397109426,0.33214039917412247
1.0,0.11,4.0099999999999998,0.48111025443330768,0.36669236700077107
1.0,0.11,4.1100000000000003,0.45753751705320594,0.37534106412005458
1.0,0.11,4.21,0.44345154984641161,0.33901144931583355
1.0,0.11,4.3099999999999996,0.37900110375275936,0.28904525386313462
1.0,0.11,4.4100000000000001,0.39195781147000663,0.28266315095583394
1.0,0.11,4.5099999999999998,0.47440519105984141,0.3299206921413122
1.0,0.11,4.6100000000000003,0.40683946261365178,0.30153345094314016
1.0,0.11,4.71,0.38931297709923668,0.26653944020356235
1.0,0.11,4.8100000000000005,0.38383575883575888,0.31029106029106029
1.0,0.11,4.9100000000000001,0.44935936546674804,0.32489322757779132
1.0,0.21000000000000002,0.01,0.39099526066350715,0.26919431279620853
1.0,0.21000000000000002,0.11,0.46575069693349264,0.35225009956192754
1.0,0.21000000000000002,0.21000000000000002,0.36974789915966388,0.29873125720876587
1.0,0.21000000000000002,0.31000000000000005,0.37676950998185121,0.31288566243194188
1.0,0.21000000000000002,0.41000000000000003,0.39400535833891498,0.28683858004018753
1.0,0.21000000000000002,0.51000000000000001,0.39000351988736359,0.31027807110172473
1.0,0.21000000000000002,0.6100000000000001,0.4100681699003671,0.2777486453417235
1.0,0.21000000000000002,0.71000000000000008,0.37278202832492263,0.28650496500081396
1.0,0.21000000000000002,0.81000000000000005,0.40572878897751996,0.32632342277012327
1.0,0.21000000000000002,0.91000000000000003,0.40545454545454546,0.30436363636363634
1.0,0.21000000000000002,1.01,0.43641456582633059,0.3079365079365079
1.0,0.21000000000000002,1.1100000000000001,0.39343983684568318,0.29945615227736233
1.0,0.21000000000000002,1.2100000000000002,0.45597362296353766,0.35473235065942588
1.0,0.21000000000000002,1.3100000000000001,0.42721518987341772,0.30362165963431786
1.0,0.21000000000000002,1.4100000000000001,0.48975939550606479,0.37422946907933985
1.0,0.21000000000000002,1.51,0.42207677339465771,0.33911197594197773
1.0,0.21000000000000002,1.6100000000000001,0.39736886490133244,0.30376117389104407
1.0,0.21000000000000002,1.7100000000000002,0.42768037761294675,0.31928523263654757
1.0,0.21000000000000002,1.8100000000000001,0.44669015390320788,0.36195067680326348
1.0,0.21000000000000002,1.9100000000000001,0.44970638378480771,0.34211024815305929
1.0,0.21000000000000002,2.0099999999999998,0.42526555386949927,0.35204855842185129
1.0,0.21000000000000002,2.1099999999999999,0.36420909245700667,0.34496849991486467
1.0,0.21000000000000002,2.21,0.38027675599929933,0.31897004729374673
1.0,0.21000000000000002,2.3100000000000001,0.34122224023342523,0.29940022694115737
1.0,0.21000000000000002,2.4100000000000001,0.41426760818395802,0.34600760456273766
1.0,0.21000000000000002,2.5099999999999998,0.36800130208333331,0.30485026041666669
1.0,0.21000000000000002,2.6099999999999999,0.3611881834503019,0.29622980251346498
1.0,0.21000000000000002,2.71,0.37819253438113953,0.28388998035363461
1.0,0.21000000000000002,2.8100000000000001,0.4320761625778104,0.35792749908458443
1.0,0.21000000000000002,2.9100000000000001,0.38203957382039572,0.27975646879756466
1.0,0.21000000000000002,3.0099999999999998,0.46806264297026223,0.30353686433221888
1.0,0.21000000000000002,3.1099999999999999,0.40484429065743943,0.32975778546712803
1.0,0.21000000000000002,3.21,0.44679665738161556,0.33797585886722376
1.0,0.21000000000000002,3.3100000000000001,0.3841158841158841,0.28704628704628699
1.0,0.21000000000000002,3.4100000000000001,0.46890909090909089,0.33163636363636362
1.0,0.21000000000000002,3.5099999999999998,0.42428914011647823,0.30866735183281946
1.0,0.21000000000000002,3.6099999999999999,0.38100033568311514,0.31570996978851962
1.0,0.21000000000000002,3.71,0.38401227202999832,0.35401397647860916
1.0,0.21000000000000002,3.8100000000000001,0.46128722382324694,0.36330451488952931
1.0,0.21000000000000002,3.9100000000000001,0.47477409638554219,0.37895331325301207
1.0,0.21000000000000002,4.0099999999999998,0.42451891174518913,0.30159256801592566
1.0,0.21000000000000002,4.1100000000000003,0.45966263292995968,0.34030069673634028
1.0,0.21000000000000002,4.21,0.47208619000979435,0.36180215475024485
1.0,0.21000000000000002,4.3099999999999996,0.35561702781619797,0.28769017980636241
1.0,0.21000000000000002,4.4100000000000001,0.4603647190174916,0.34164495720133975
1.0,0.21000000000000002,4.5099999999999998,0.43353557639271922,0.31733774590917452
1.0,0.21000000000000002,4.6100000000000003,0.40325313453066758,0.3134530667570315
1.0,0.21000000000000002,4.71,0.42145741203614695,0.37127475485483558
1.0,0.21000000000000002,4.8100000000000005,0.40650109569028492,0.35792549306062821
1.0,0.21000000000000002,4.9100000000000001,0.42429164410756187,0.33297238765565784
1.0,0.31000000000000005,0.01,0.37104976389393385,0.28605158009444243
1.0,0.31000000000000005,0.11,0.50999091734786561,0.36012715712988191
1.0,0.31000000000000005,0.21000000000000002,0.40581989775855293,0.3295320487613056
1.0,0.31000000000000005,0.31000000000000005,0.45634582623509368,0.34689097103918226
1.0,0.31000000000000005,0.41000000000000003,0.459689753113393,0.35569150098317676
1.0,0.31000000000000005,0.51000000000000001,0.41812524309607157,0.33936211590820692
1.0,0.31000000000000005,0.6100000000000001,0.39909874608150475,0.32836990595611287
1.0,0.31000000000000005,0.71000000000000008,0.40202300674335578,0.32506941689805635
1.0,0.31000000000000005,0.81000000000000005,0.45419766206163659,0.34346439957492031
1.0,0.31000000000000005,0.91000000000000003,0.40311347808275294,0.34268742318721834
1.0,0.31000000000000005,1.01,0.45816326530612245,0.33469387755102037
1.0,0.31000000000000005,1.1100000000000001,0.40742226680040117,0.33721163490471412
1.0,0.31000000000000005,1.2100000000000002,0.49617967122018986,0.38758971984255614
1.0,0.31000000000000005,1.3100000000000001,0.43201846412085609,0.34011749895090226
1.0,0.31000000000000005,1.4100000000000001,0.41925281676220594,0.32496540818343544
1.0,0.31000000000000005,1.51,0.4603625245686831,0.38589211618257263
1.0,0.31000000000000005,1.6100000000000001,0.4588310580204778,0.37286689419795221
1.0,0.31000000000000005,1.7100000000000002,0.46876346402412755,0.35631193451098664
1.0,0.31000000000000005,1.8100000000000001,0.41791044776119401,0.31932927952828444
1.0,0.31000000000000005,1.9100000000000001,0.44862665310274674,0.34079348931841302
1.0,0.31000000000000005,2.0099999999999998,0.41152182461659459,0.34290208415257573
1.0,0.31000000000000005,2.1099999999999999,0.45243902439024392,0.33414634146341465
1.0,0.31000000000000005,2.21,0.38344988344988346,0.32226107226107226
1.0,0.31000000000000005,2.3100000000000001,0.40649474689589304,0.34173829990448901
1.0,0.31000000000000005,2.4100000000000001,0.42676547515257185,0.35876198779424584
1.0,0.31000000000000005,2.5099999999999998,0.46202531645569622,0.35464862505456135
1.0,0.31000000000000005,2.6099999999999999,0.46051786860689065,0.33511662743419646
1.0,0.31000000000000005,2.71,0.48815060908084162,0.37320044296788485
1.0,0.31000000000000005,2.8100000000000001,0.4831460674157303,0.33791094465251764
1.0,0.31000000000000005,2.9100000000000001,0.45385249278945206,0.35620107128141737
1.0,0.31000000000000005,3.0099999999999998,0.49469557195571956,0.38630073800738007
1.0,0.31000000000000005,3.1099999999999999,0.43497382198952877,0.33989528795811519
1.0,0.31000000000000005,3.21,0.433399209486166,0.33636363636363636
1.0,0.31000000000000005,3.3100000000000001,0.41887842465753428,0.36622431506849312
1.0,0.31000000000000005,3.4100000000000001,0.41906361536846526,0.36825530128070538
1.0,0.31000000000000005,3.5099999999999998,0.41479773632362188,0.33955145671766923
1.0,0.31000000000000005,3.6099999999999999,0.46123778501628665,0.3745928338762215
1.0,0.31000000000000005,3.71,0.40095817210245072,0.29555924083287266
1.0,0.31000000000000005,3.8100000000000001,0.4429099397004474,0.30577708617000587
1.0,0.31000000000000005,3.9100000000000001,0.43610713555510122,0.33122060928235536
1.0,0.31000000000000005,4.0099999999999998,0.42979552093476142,0.34255111976630964
1.0,0.31000000000000005,4.1100000000000003,0.4209230769230769,0.3378461538461538
1.0,0.31000000000000005,4.21,0.48104712041884812,0.35727748691099476
1.0,0.31000000000000005,4.3099999999999996,0.4113272311212815,0.33218916857360797
1.0,0.31000000000000005,4.4100000000000001,0.44654471544715441,0.35081300813008132
1.0,0.31000000000000005,4.5099999999999998,0.43126408522843679,0.34193812743290308
1.0,0.31000000000000005,4.6100000000000003,0.45417515274949083,0.33604887983706722
1.0,0.31000000000000005,4.71,0.49624060150375943,0.36665192392746571
1.0,0.31000000000000005,4.8100000000000005,0.460285941223193,0.32486100079428115
1.0,0.31000000000000005,4.9100000000000001,0.40334609957669826,0.33985083652489417
1.0,0.41000000000000003,0.01,0.43455233291298867,0.3747793190416141
1.0,0.41000000000000003,0.11,0.47106031128404674,0.37013618677042803
1.0,0.41000000000000003,0.21000000000000002,0.42045956694653119,0.34865223155103847
1.0,0.41000000000000003,0.31000000000000005,0.49029126213592228,0.36674757281553394
1.0,0.41000000000000003,0.41000000000000003,0.50916855061542321,0.37603617181612659
1.0,0.41000000000000003,0.51000000000000001,0.47753218362885597,0.37770221034734031
1.0,0.41000000000000003,0.6100000000000001,0.4871159563924678,0.37537165510406345
1.0,0.41000000000000003,0.71000000000000008,0.38379323746599298,0.30878352118150021
1.0,0.41000000000000003,0.81000000000000005,0.45624845945279768,0.37909785555829434
1.0,0.41000000000000003,0.91000000000000003,0.4090228779131922,0.33247808424203551
1.0,0.41000000000000003,1.01,0.42575379732486968,0.34686012242121972
1.0,0.41000000000000003,1.1100000000000001,0.4421171171171171,0.34752252252252253
1.0,0.41000000000000003,1.2100000000000002,0.46074703645716847,0.35338850369044955
1.0,0.41000000000000003,1.3100000000000001,0.44862036156041862,0.38273073263558516
1.0,0.41000000000000003,1.4100000000000001,0.43867603717977788,0.36499659941056456
1.0,0.41000000000000003,1.51,0.43444671665530565,0.37059759145648713
1.0,0.41000000000000003,1.6100000000000001,0.47060212514757965,0.3997638724911452
1.0,0.41000000000000003,1.7100000000000002,0.41471354166666669,0.3244357638888889
1.0,0.41000000000000003,1.8100000000000001,0.45832371276841377,0.35765412145001152
1.0,0.41000000000000003,1.9100000000000001,0.48642153328526794,0.3773131458783946
1.0,0.41000000000000003,2.0099999999999998,0.47402287893231648,0.38036224976167782
1.0,0.41000000000000003,2.1099999999999999,0.40935919055649245,0.34274873524451943
1.0,0.41000000000000003,2.21,0.49691040164778577,0.3859423274974253
1.0,0.41000000000000003,2.3100000000000001,0.47299813780260708,0.45411013567438147
1.0,0.41000000000000003,2.4100000000000001,0.43467761410287376,0.36923448442405216
1.0,0.41000000000000003,2.5099999999999998,0.44598802395209586,0.41125748502994014
1.0,0.41000000000000003,2.6099999999999999,0.40546650226058367,0.35121249486230993
1.0,0.41000000000000003,2.71,0.37536112257531989,0.31489888567891045
1.0,0.41000000000000003,2.8100000000000001,0.45871132821586413,0.34984880204698765
1.0,0.41000000000000003,2.9100000000000001,0.38837658159982841,0.33283294016727427
1.0,0.41000000000000003,3.0099999999999998,0.43758765778401121,0.38873305282842446
1.0,0.41000000000000003,3.1099999999999999,0.46688058675223471,0.35457254182901671
1.0,0.41000000000000003,3.21,0.46129270090931435,0.38436962398623742
1.0,0.41000000000000003,3.3100000000000001,0.41145724440727577,0.3343090110809116
1.0,0.41000000000000003,3.4100000000000001,0.43097949886104792,0.35011389521640091
1.0,0.41000000000000003,3.5099999999999998,0.466508875739645,0.37278106508875741
1.0,0.41000000000000003,3.6099999999999999,0.48694123556002011,0.38849824208940231
1.0,0.41000000000000003,3.71,0.45366304599029345,0.37138895308527847
1.0,0.41000000000000003,3.8100000000000001,0.52100840336134457,0.38943577430972387
1.0,0.41000000000000003,3.9100000000000001,0.4711743772241993,0.37864768683274025
1.0,0.41000000000000003,4.0099999999999998,0.43783406925400881,0.38159423657913089
1.0,0.41000000000000003,4.1100000000000003,0.48874204601076848,0.3825256975036711
1.0,0.41000000000000003,4.21,0.44540768509840678,0.37394564198687913
1.0,0.41000000000000003,4.3099999999999996,0.45050962627406571,0.3447338618346546
1.0,0.41000000000000003,4.4100000000000001,0.44162790697674414,0.39395348837209304
1.0,0.41000000000000003,4.5099999999999998,0.43635607321131448,0.34151414309484196
1.0,0.41000000000000003,4.6100000000000003,0.50631748219618655,0.35699517574086836
1.0,0.41000000000000003,4.71,0.46239554317548753,0.37534818941504183
1.0,0.41000000000000003,4.8100000000000005,0.48137867221836689,0.38260467268100856
1.0,0.41000000000000003,4.9100000000000001,0.50494804552201877,0.39683325086590793
1.0,0.51000000000000001,0.01,0.40900692840646657,0.28337182448036952
1.0,0.51000000000000001,0.11,0.46290115532734272,0.34428754813863927
1.0,0.51000000000000001,0.21000000000000002,0.47292993630573249,0.36385350318471338
1.0,0.51000000000000001,0.31000000000000005,0.47393364928909959,0.37019483938915221
1.0,0.51000000000000001,0.41000000000000003,0.42827151854443668,0.32353627245159783
1.0,0.51000000000000001,0.51000000000000001,0.48764498234997483,0.36661623802319721
1.0,0.51000000000000001,0.6100000000000001,0.44151606425702805,0.36320281124497988
1.0,0.51000000000000001,0.71000000000000008,0.45202143205065753,0.35021919142717972
1.0,0.51000000000000001,0.81000000000000005,0.50322399775721893,0.40173815531258761
1.0,0.51000000000000001,0.91000000000000003,0.45615894039735094,0.39655629139072851
1.0,0.51000000000000001,1.01,0.48641722193746795,0.37903639159405428
1.0,0.51000000000000001,1.1100000000000001,0.45333003218618467,0.38177766773953947
1.0,0.51000000000000001,1.2100000000000002,0.49694230257910132,0.41770805636798725
1.0,0.51000000000000001,1.3100000000000001,0.45143291909713418,0.37484149125031702
1.0,0.51000000000000001,1.4100000000000001,0.44119795471146822,0.36815193571950328
1.0,0.51000000000000001,1.51,0.4536834427425237,0.38220277169948941
1.0,0.51000000000000001,1.6100000000000001,0.44352884149297145,0.3851187590887058
1.0,0.51000000000000001,1.7100000000000002,0.47740855845087254,0.35787712168300267
1.0,0.51000000000000001,1.8100000000000001,0.44197654105315698,0.3768405290741203
1.0,0.51000000000000001,1.9100000000000001,0.46387541485830996,0.39417921878989021
1.0,0.51000000000000001,2.0099999999999998,0.4280107922492028,0.37503065979887168
1.0,0.51000000000000001,2.1099999999999999,0.49059104161144984,0.3925258415054334
1.0,0.51000000000000001,2.21,0.43912077056063226,0.39466534946900467
1.0,0.51000000000000001,2.3100000000000001,0.44541260891850326,0.37570476678626341
1.0,0.51000000000000001,2.4100000000000001,0.46706730769230764,0.33028846153846153
1.0,0.51000000000000001,2.5099999999999998,0.48017736045905057,0.39697443922796033
1.0,0.51000000000000001,2.6099999999999999,0.5175619834710744,0.35847107438016534
1.0,0.51000000000000001,2.71,0.46294919454770755,0.3558859975216852
1.0,0.51000000000000001,2.8100000000000001,0.43011268280987774,0.37113402061855671
1.0,0.51000000000000001,2.9100000000000001,0.43630186847852465,0.36859985440427079
1.0,0.51000000000000001,3.0099999999999998,0.42069450961989679,0.3589863913655561
1.0,0.51000000000000001,3.1099999999999999,0.44615384615384612,0.35384615384615381
1.0,0.51000000000000001,3.21,0.43678435114503811,0.37810114503816794
1.0,0.51000000000000001,3.3100000000000001,0.39601268690530134,0.33869506116900766
1.0,0.51000000000000001,3.4100000000000001,0.43197199533255543,0.35472578763127183
1.0,0.51000000000000001,3.5099999999999998,0.42058216823286732,0.32844373137749255
1.0,0.51000000000000001,3.6099999999999999,0.48025477707006375,0.39694267515923565
1.0,0.51000000000000001,3.71,0.50729335494327388,0.38222582387898429
1.0,0.51000000000000001,3.8100000000000001,0.46854345165238676,0.36303549571603427
1.0,0.51000000000000001,3.9100000000000001,0.41129411764705881,0.35200000000000004
1.0,0.51000000000000001,4.0099999999999998,0.43870967741935485,0.33041474654377884
1.0,0.51000000000000001,4.1100000000000003,0.49549781322356579,0.37972729611525602
1.0,0.51000000000000001,4.21,0.41774491682070236,0.34357670979667282
1.0,0.51000000000000001,4.3099999999999996,0.48356445814072929,0.38418079096045205
1.0,0.51000000000000001,4.4100000000000001,0.47870182555780932,0.39655172413793105
1.0,0.51000000000000001,4.5099999999999998,0.43917274939172751,0.35060827250608273
1.0,0.51000000000000001,4.6100000000000003,0.48968937614199948,0.39963456016705817
1.0,0.51000000000000001,4.71,0.50215982721382291,0.40064794816414689
1.0,0.51000000000000001,4.8100000000000005,0.47950277704311023,0.38376090981221894
1.0,0.51000000000000001,4.9100000000000001,0.48959740610645774,0.39827073763847609
1.0,0.6100000000000001,0.01,0.48117746957260121,0.33965468440418911
1.0,0.6100000000000001,0.11,0.46548672566371685,0.31934260429835654
1.0,0.6100000000000001,0.21000000000000002,0.4934926958831341,0.36201859229747679
1.0,0.6100000000000001,0.31000000000000005,0.4912814835316911,0.38057016329919729
1.0,0.6100000000000001,0.41000000000000003,0.61830357142857151,0.48405612244897961
1.0,0.6100000000000001,0.51000000000000001,0.50185979971387695,0.40171673819742482
1.0,0.6100000000000001,0.6100000000000001,0.48963526633429549,0.36683285226974549
1.0,0.6100000000000001,0.71000000000000008,0.49810195227765725,0.40699566160520606
1.0,0.6100000000000001,0.81000000000000005,0.46122225267196487,0.4044943820224719
1.0,0.6100000000000001,0.91000000000000003,0.47008985879332471,0.36020539152759945
1.0,0.6100000000000001,1.01,0.4431729518855656,0.39791937581274384
1.0,0.6100000000000001,1.1100000000000001,0.49175176747839755,0.37994239329667456
1.0,0.6100000000000001,1.2100000000000002,0.4611638041527813,0.36862342988977187
1.0,0.6100000000000001,1.3100000000000001,0.48017852454712517,0.36072459963244946
1.0,0.6100000000000001,1.4100000000000001,0.51794430089003729,0.3973585989089865
1.0,0.6100000000000001,1.51,0.43979057591623033,0.37068062827225129
1.0,0.6100000000000001,1.6100000000000001,0.45267287886218738,0.34870034330554195
1.0,0.6100000000000001,1.7100000000000002,0.5022148394241418,0.3906423034330011
1.0,0.6100000000000001,1.8100000000000001,0.44359110169491528,0.38135593220338987
1.0,0.6100000000000001,1.9100000000000001,0.49067631505705533,0.40356248260506539
1.0,0.6100000000000001,2.0099999999999998,0.49358449358449352,0.41332241332241332
1.0,0.6100000000000001,2.1099999999999999,0.5107954545454545,0.41136363636363632
1.0,0.6100000000000001,2.21,0.48055242390078923,0.40811724915445324
1.0,0.6100000000000001,2.3100000000000001,0.42755751346059712,0.3624571708272149
1.0,0.6100000000000001,2.4100000000000001,0.52181115405853118,0.3928768636112645
1.0,0.6100000000000001,2.5099999999999998,0.51243493348756508,0.4175824175824176
1.0,0.6100000000000001,2.6099999999999999,0.44698763483293869,0.38858195211786373
1.0,0.6100000000000001,2.71,0.50557724484104849,0.40909090909090912
1.0,0.6100000000000001,2.8100000000000001,0.49871904355251917,0.42527754056362077
1.0,0.6100000000000001,2.9100000000000001,0.44233687405159328,0.36014162873039962
1.0,0.6100000000000001,3.0099999999999998,0.43224181360201508,0.37027707808564225
1.0,0.6100000000000001,3.1099999999999999,0.51112898900509518,0.3821399839098954
1.0,0.6100000000000001,3.21,0.51890443584400114,0.41857695742780587
1.0,0.6100000000000001,3.3100000000000001,0.5550834597875568,0.45827010622154774
1.0,0.6100000000000001,3.4100000000000001,0.41417633983699675,0.36601630032106691
1.0,0.6100000000000001,3.5099999999999998,0.49931525609422078,0.39687756778964672
1.0,0.6100000000000001,3.6099999999999999,0.47300439163006969,0.37122190648411263
1.0,0.6100000000000001,3.71,0.48008141901715617,0.43093922651933703
1.0,0.6100000000000001,3.8100000000000001,0.50068889501240021,0.41967484155414719
1.0,0.6100000000000001,3.9100000000000001,0.45793914599846586,0.39273843006903603
1.0,0.6100000000000001,4.0099999999999998,0.50793650793650802,0.41439909297052152
1.0,0.6100000000000001,4.1100000000000003,0.48662663755458507,0.37390829694323141
1.0,0.6100000000000001,4.21,0.51850805312235093,0.40209098615428085
1.0,0.6100000000000001,4.3099999999999996,0.43963321446765163,0.37773815588385129
1.0,0.6100000000000001,4.4100000000000001,0.47209612817089447,0.3727636849132176
1.0,0.6100000000000001,4.5099999999999998,0.474462740720067,0.40050237231370361
1.0,0.6100000000000001,4.6100000000000003,0.52349380224848663,0.4119342750072067
1.0,0.6100000000000001,4.71,0.44157894736842107,0.38500000000000001
1.0,0.6100000000000001,4.8100000000000005,0.4536414942219833,0.39989250201558724
1.0,0.6100000000000001,4.9100000000000001,0.4682926829268293,0.3878048780487805
1.0,0.71000000000000008,0.01,0.50581733566026754,0.36183827806864449
1.0,0.71000000000000008,0.11,0.49498997995991983,0.36243916404237048
1.0,0.71000000000000008,0.21000000000000002,0.49940262843488653,0.39874551971326166
1.0,0.71000000000000008,0.31000000000000005,0.52728926622195271,0.41479684657368104
1.0,0.71000000000000008,0.41000000000000003,0.49797921478060048,0.39636258660508084
1.0,0.71000000000000008,0.51000000000000001,0.47201747201747196,0.38957138957138954
1.0,0.71000000000000008,0.6100000000000001,0.48702763677382965,0.38917089678511002
1.0,0.71000000000000008,0.71000000000000008,0.45874934314240673,0.39201261166579082
1.0,0.71000000000000008,0.81000000000000005,0.5207732256203117,0.43162146566647441
1.0,0.71000000000000008,0.91000000000000003,0.46624638823220382,0.37536117677961645
1.0,0.71000000000000008,1.01,0.47403314917127071,0.3751381215469613
1.0,0.71000000000000008,1.1100000000000001,0.51738761662425792,0.37970031099802093
1.0,0.71000000000000008,1.2100000000000002,0.46177062374245476,0.35940643863179073
1.0,0.71000000000000008,1.3100000000000001,0.45666235446313064,0.38059508408796899
1.0,0.71000000000000008,1.4100000000000001,0.50191152375750958,0.38995084653194978
1.0,0.71000000000000008,1.51,0.55685039370078737,0.47370078740157479
1.0,0.71000000000000008,1.6100000000000001,0.48394180620367827,0.39363162228932197
1.0,0.71000000000000008,1.7100000000000002,0.52088100686498862,0.40760869565217389
