t2c_delay,alpha,noise,t2c_liti,t2c_siti
1.0,0.71000000000000008,1.8100000000000001,0.55464566929133852,0.46425196850393702
1.0,0.71000000000000008,1.9100000000000001,0.5095828635851184,0.40304396843292001
1.0,0.71000000000000008,2.0099999999999998,0.49329446064139953,0.42623906705539361
1.0,0.71000000000000008,2.1099999999999999,0.50475391498881439,0.41247203579418346
1.0,0.71000000000000008,2.21,0.57506361323155208,0.4548346055979644
1.0,0.71000000000000008,2.3100000000000001,0.4120728361187328,0.36443003242703914
1.0,0.71000000000000008,2.4100000000000001,0.47511185682326618,0.41470917225950787
1.0,0.71000000000000008,2.5099999999999998,0.47445841133993039,0.39582776143353837
1.0,0.71000000000000008,2.6099999999999999,0.53798256537982569,0.46886674968866754
1.0,0.71000000000000008,2.71,0.51512651265126519,0.3952145214521452
1.0,0.71000000000000008,2.8100000000000001,0.50934033858727379,0.41039112667834216
1.0,0.71000000000000008,2.9100000000000001,0.50138274336283184,0.39905973451327437
1.0,0.71000000000000008,3.0099999999999998,0.52070263488080304,0.48462986198243413
1.0,0.71000000000000008,3.1099999999999999,0.5220443695591126,0.41392867172142656
1.0,0.71000000000000008,3.21,0.55374396135265702,0.42451690821256044
1.0,0.71000000000000008,3.3100000000000001,0.51414549653579678,0.43013856812933027
1.0,0.71000000000000008,3.4100000000000001,0.57859531772575257,0.48996655518394655
1.0,0.71000000000000008,3.5099999999999998,0.54295322531335988,0.46377254662182815
1.0,0.71000000000000008,3.6099999999999999,0.50618672665916753,0.42575928008998876
1.0,0.71000000000000008,3.71,0.480561555075594,0.38525917926565872
1.0,0.71000000000000008,3.8100000000000001,0.52922361151497521,0.41203838325094505
1.0,0.71000000000000008,3.9100000000000001,0.51642615904206324,0.4332207552962849
1.0,0.71000000000000008,4.0099999999999998,0.51740595171252113,0.41633913531723754
1.0,0.71000000000000008,4.1100000000000003,0.48573873359954362,0.41015402167712495
1.0,0.71000000000000008,4.21,0.52594627594627597,0.45238095238095244
1.0,0.71000000000000008,4.3099999999999996,0.52279455298993482,0.4141503848431024
1.0,0.71000000000000008,4.4100000000000001,0.50541310541310536,0.42279202279202277
1.0,0.71000000000000008,4.5099999999999998,0.54190795489180132,0.44285278878390727
1.0,0.71000000000000008,4.6100000000000003,0.43694632621156848,0.39265242313705051
1.0,0.71000000000000008,4.71,0.50277777777777777,0.41027777777777774
1.0,0.71000000000000008,4.8100000000000005,0.50781019746536993,0.43796050692602417
1.0,0.71000000000000008,4.9100000000000001,0.55150214592274682,0.45585530349478848
1.0,0.81000000000000005,0.01,0.51672397624257582,0.38199437324163804
1.0,0.81000000000000005,0.11,0.53694427050720095,0.40075140889167188
1.0,0.81000000000000005,0.21000000000000002,0.52190310414853491,0.37278793153466783
1.0,0.81000000000000005,0.31000000000000005,0.45510919385279042,0.35750876246966834
1.0,0.81000000000000005,0.41000000000000003,0.53989106055751368,0.45498237744312719
1.0,0.81000000000000005,0.51000000000000001,0.52765454007690027,0.40905057675244005
1.0,0.81000000000000005,0.6100000000000001,0.50964677945978043,0.43781537548233901
1.0,0.81000000000000005,0.71000000000000008,0.49240470048724561,0.40728002292920612
1.0,0.81000000000000005,0.81000000000000005,0.55548281505728314,0.46710310965630114
1.0,0.81000000000000005,0.91000000000000003,0.48183391003460213,0.42301038062283736
1.0,0.81000000000000005,1.01,0.50909624413145549,0.41079812206572774
1.0,0.81000000000000005,1.1100000000000001,0.4576538663861125,0.40741714886901625
1.0,0.81000000000000005,1.2100000000000002,0.5144130757800891,0.40802377414561669
1.0,0.81000000000000005,1.3100000000000001,0.52990181493603095,0.45432906872954476
1.0,0.81000000000000005,1.4100000000000001,0.4984016274338855,0.40133682069165943
1.0,0.81000000000000005,1.51,0.53182214472537059,0.42981691368788144
1.0,0.81000000000000005,1.6100000000000001,0.51739652069586073,0.42021595680863821
1.0,0.81000000000000005,1.7100000000000002,0.40609258815063565,0.3305349004557448
1.0,0.81000000000000005,1.8100000000000001,0.54355942750466701,0.4433727442439328
1.0,0.81000000000000005,1.9100000000000001,0.48796374964599259,0.41602945341263092
1.0,0.81000000000000005,2.0099999999999998,0.52777777777777779,0.47954822954822962
1.0,0.81000000000000005,2.1099999999999999,0.4878188592719977,0.41874462596732587
1.0,0.81000000000000005,2.21,0.54870715574263385,0.44076969332531574
1.0,0.81000000000000005,2.3100000000000001,0.56317804722399489,0.4658583280153159
1.0,0.81000000000000005,2.4100000000000001,0.53562259306803595,0.45892169448010273
1.0,0.81000000000000005,2.5099999999999998,0.55286343612334798,0.4792322215229704
1.0,0.81000000000000005,2.6099999999999999,0.53468749999999998,0.47749999999999998
1.0,0.81000000000000005,2.71,0.49887323943661976,0.41690140845070423
1.0,0.81000000000000005,2.8100000000000001,0.56685150955021557,0.45163277880468267
1.0,0.81000000000000005,2.9100000000000001,0.47485248665355428,0.39168305703849393
1.0,0.81000000000000005,3.0099999999999998,0.50295524908528011,0.40754292147481003
1.0,0.81000000000000005,3.1099999999999999,0.53712190650779101,0.45585090131377942
1.0,0.81000000000000005,3.21,0.53323170731707314,0.44725609756097567
1.0,0.81000000000000005,3.3100000000000001,0.5054818234275823,0.43537218695903063
1.0,0.81000000000000005,3.4100000000000001,0.5010124385305178,0.43997685854787388
1.0,0.81000000000000005,3.5099999999999998,0.57179161372299869,0.45806861499364676
1.0,0.81000000000000005,3.6099999999999999,0.53913043478260858,0.43913043478260866
1.0,0.81000000000000005,3.71,0.55133789670192901,0.42750466708151835
1.0,0.81000000000000005,3.8100000000000001,0.48117033603707987,0.43076477404403241
1.0,0.81000000000000005,3.9100000000000001,0.56371147124245313,0.44836352081347314
1.0,0.81000000000000005,4.0099999999999998,0.52727836329820221,0.4417234965902046
1.0,0.81000000000000005,4.1100000000000003,0.50238831132340533,0.41837594830008429
1.0,0.81000000000000005,4.21,0.47458973001588139,0.38856537850714662
1.0,0.81000000000000005,4.3099999999999996,0.52007411982705365,0.45243977764051879
1.0,0.81000000000000005,4.4100000000000001,0.56360655737704923,0.4642622950819672
1.0,0.81000000000000005,4.5099999999999998,0.60364145658263302,0.49579831932773111
1.0,0.81000000000000005,4.6100000000000003,0.54817275747508298,0.43702808819087891
1.0,0.81000000000000005,4.71,0.50196671709531016,0.46051437216338886
1.0,0.81000000000000005,4.8100000000000005,0.51019813519813528,0.42482517482517484
1.0,0.81000000000000005,4.9100000000000001,0.57291338582677165,0.47999999999999998
1.0,0.91000000000000003,0.01,0.573543611200515,0.40585774058577406
1.0,0.91000000000000003,0.11,0.56730769230769229,0.41410256410256413
1.0,0.91000000000000003,0.31000000000000005,0.50896471949103539,0.41266628108733372
1.0,0.91000000000000003,0.41000000000000003,0.54086317722681365,0.41995714722987448
1.0,0.91000000000000003,0.51000000000000001,0.52303860523038614,0.44707347447073476
1.0,0.91000000000000003,0.6100000000000001,0.62401832460732987,0.45909685863874344
1.0,0.91000000000000003,0.71000000000000008,0.55162241887905594,0.49098656178302197
1.0,0.91000000000000003,0.81000000000000005,0.56269592476489028,0.47210031347962383
1.0,0.91000000000000003,0.91000000000000003,0.57701000968679372,0.4698094930577979
1.0,0.91000000000000003,1.01,0.52853380158033358,0.42961662276851037
1.0,0.91000000000000003,1.1100000000000001,0.54047474132684115,0.45617772367620207
1.0,0.91000000000000003,1.2100000000000002,0.51842027704096671,0.43501326259946949
1.0,0.91000000000000003,1.3100000000000001,0.49632578077158612,0.44703000612369875
1.0,0.91000000000000003,1.4100000000000001,0.56831151393084933,0.47868412218865392
1.0,0.91000000000000003,1.51,0.52993217340017695,0.43526983190799179
1.0,0.91000000000000003,1.6100000000000001,0.59621877110060773,0.51519243754220123
1.0,0.91000000000000003,1.7100000000000002,0.5720053835800808,0.49663526244952894
1.0,0.91000000000000003,1.8100000000000001,0.54277743335399886,0.46001239925604465
1.0,0.91000000000000003,1.9100000000000001,0.52662897947039566,0.4397500743826242
1.0,0.91000000000000003,2.0099999999999998,0.55163483327937846,0.51311103917125278
1.0,0.91000000000000003,2.1099999999999999,0.47454175152749489,0.45533895839394828
1.0,0.91000000000000003,2.21,0.58581164807930608,0.46406443618339527
1.0,0.91000000000000003,2.3100000000000001,0.53807895554864771,0.44389182468138011
1.0,0.91000000000000003,2.4100000000000001,0.5120715350223547,0.43397913561847995
1.0,0.91000000000000003,2.5099999999999998,0.53855569155446759,0.49541003671970629
1.0,0.91000000000000003,2.6099999999999999,0.53980940670150623,0.44113126344912384
1.0,0.91000000000000003,2.71,0.53897128431681907,0.46513095613758282
1.0,0.91000000000000003,2.8100000000000001,0.51503990178023329,0.44720687538367099
1.0,0.91000000000000003,2.9100000000000001,0.53937500000000005,0.45937499999999998
1.0,0.91000000000000003,3.0099999999999998,0.56488294314381271,0.49397993311036792
1.0,0.91000000000000003,3.1099999999999999,0.5196629213483146,0.45474406991260924
1.0,0.91000000000000003,3.21,0.58033419023136246,0.44890745501285345
1.0,0.91000000000000003,3.3100000000000001,0.50851508813863167,0.45085150881386316
1.0,0.91000000000000003,3.4100000000000001,0.50487156775907893,0.43401240035429584
1.0,0.91000000000000003,3.5099999999999998,0.56688102893890668,0.47942122186495173
1.0,0.91000000000000003,3.6099999999999999,0.54019701302828094,0.484588496981252
1.0,0.91000000000000003,3.71,0.53280091272104957,0.41614375356531658
1.0,0.91000000000000003,3.8100000000000001,0.47722222222222221,0.41444444444444445
1.0,0.91000000000000003,3.9100000000000001,0.52238805970149249,0.46935535090504921
1.0,0.91000000000000003,4.0099999999999998,0.5148070595273706,0.44540831588393659
1.0,0.91000000000000003,4.1100000000000003,0.51592920353982297,0.42772861356932157
1.0,0.91000000000000003,4.21,0.59884652355014423,0.47869272669016338
1.0,0.91000000000000003,4.3099999999999996,0.56800252445566424,0.45692647522877877
1.0,0.91000000000000003,4.4100000000000001,0.57726692209450825,0.44827586206896547
1.0,0.91000000000000003,4.5099999999999998,0.5502045955303746,0.48284545168397858
1.0,0.91000000000000003,4.6100000000000003,0.58490566037735858,0.48178269355888098
1.0,0.91000000000000003,4.71,0.54125736738703345,0.49345121152586774
1.0,0.91000000000000003,4.8100000000000005,0.57932850559578675,0.4937458854509546
1.0,0.91000000000000003,4.9100000000000001,0.52864830642608418,0.49287749287749288
