vis_width,alpha_critic,alpha_actor,t2c_delay,t2c_liti,t2c_siti
1,0.09999999999999999,0.14,1.0,0.7277580071174378,0.7209371293001187
1,0.09999999999999999,0.15000000000000002,1.0,0.6925224945702763,0.7725721377598511
1,0.09999999999999999,0.16,1.0,0.7274105518496058,0.7434808975136447
1,0.09999999999999999,0.17,1.0,0.792798690671031,0.7973813420621931
1,0.09999999999999999,0.18000000000000002,1.0,0.7318976279650437,0.7197253433208489
1,0.09999999999999999,0.19,1.0,0.7265149086245591,0.7489579993587688
1,0.11,0.01,1.0,0.35952848722986247,0.36135279259051356
1,0.11,0.02,1.0,0.38286380004236387,0.3928193179411142
1,0.11,0.03,1.0,0.4341301460823373,0.41806108897742367
1,0.11,0.04,1.0,0.45867306155075943,0.46123101518784976
1,0.11,0.05,1.0,0.49637074260189845,0.5164712451144612
1,0.11,0.060000000000000005,1.0,0.5502933780385583,0.5813076278290025
1,0.11,0.06999999999999999,1.0,0.5757121439280359,0.55408010280574
1,0.11,0.08,1.0,0.563849333945797,0.6049609554432706
1,0.11,0.09,1.0,0.6194581280788177,0.6044334975369458
1,0.11,0.09999999999999999,1.0,0.6308724832214765,0.6628187919463088
1,0.11,0.11,1.0,0.6313513513513513,0.6686486486486486
1,0.11,0.12,1.0,0.6822272215973003,0.6763217097862767
1,0.11,0.13,1.0,0.6863596872284969,0.6759339704604691
1,0.11,0.14,1.0,0.6456440406199893,0.6614110101549973
1,0.11,0.15000000000000002,1.0,0.7366113373003444,0.7262762292514877
1,0.11,0.16,1.0,0.7794904057879837,0.7234979553318653
1,0.11,0.17,1.0,0.83322454308094,0.7983028720626631
1,0.11,0.18000000000000002,1.0,0.765886287625418,0.762876254180602
1,0.11,0.19,1.0,0.734982332155477,0.7494378413106328
1,0.12,0.01,1.0,0.35832686746138104,0.3565634478380475
1,0.12,0.02,1.0,0.3514358828547057,0.3521941048241872
1,0.12,0.03,1.0,0.38385682980277575,0.3816654492330168
1,0.12,0.04,1.0,0.46893017296604744,0.49263292761050614
1,0.12,0.05,1.0,0.49355692850838484,0.4729037952338923
1,0.12,0.060000000000000005,1.0,0.49803628202730504,0.520478773143819
1,0.12,0.06999999999999999,1.0,0.5757908611599297,0.5562390158172231
1,0.12,0.08,1.0,0.5775486827033219,0.5990836197021764
1,0.12,0.09,1.0,0.6666666666666666,0.6695178849144634
1,0.12,0.09999999999999999,1.0,0.6402116402116402,0.6513227513227514
1,0.12,0.11,1.0,0.6673612920031259,0.664756446991404
1,0.12,0.12,1.0,0.7124125874125874,0.7103729603729604
1,0.12,0.13,1.0,0.6816791770920212,0.6858493188768419
1,0.12,0.14,1.0,0.6920415224913495,0.719434832756632
1,0.12,0.15000000000000002,1.0,0.7544797233574349,0.7686262181703867
1,0.12,0.16,1.0,0.7437232088181261,0.728107777097367
1,0.12,0.17,1.0,0.7928313054916146,0.7579743505425847
1,0.12,0.18000000000000002,1.0,0.7892091152815014,0.8243967828418232
1,0.12,0.19,1.0,0.7690776376907763,0.7899800928998009
1,0.13,0.01,1.0,0.3411328388401888,0.35468644639244773
1,0.13,0.02,1.0,0.3624040193383259,0.36885012797421557
1,0.13,0.03,1.0,0.4201370585134423,0.40260938323668954
1,0.13,0.04,1.0,0.46634465565596755,0.42115923963851665
1,0.13,0.05,1.0,0.4832474226804124,0.5064432989690721
1,0.13,0.060000000000000005,1.0,0.5665375993478704,0.5755043814958223
1,0.13,0.06999999999999999,1.0,0.5774138664398127,0.5746490854955337
1,0.13,0.08,1.0,0.5817516579007547,0.5936428081408645
1,0.13,0.09,1.0,0.5787885820375958,0.6017637502900904
1,0.13,0.09999999999999999,1.0,0.6101914123124678,0.6841696844283498
1,0.13,0.11,1.0,0.659829515183804,0.6574320724560468
1,0.13,0.12,1.0,0.7583892617449663,0.7712019524100061
1,0.13,0.13,1.0,0.6917693169092946,0.666013437849944
1,0.13,0.14,1.0,0.7393974846446331,0.700204738227552
1,0.13,0.15000000000000002,1.0,0.6812891674127126,0.7236645777379888
1,0.13,0.16,1.0,0.7332317073170732,0.7228658536585367
1,0.13,0.17,1.0,0.802775984506133,0.7911555842479019
1,0.13,0.18000000000000002,1.0,0.7547354670150228,0.806009144350098
1,0.13,0.19,1.0,0.8162322665786869,0.7723523589574398
1,0.14,0.01,1.0,0.3029330889092576,0.34352494434987557
1,0.14,0.02,1.0,0.3453911310413552,0.35455904334828103
1,0.14,0.03,1.0,0.4251925935937289,0.43208541694823627
1,0.14,0.04,1.0,0.4371775417298937,0.45113808801213956
1,0.14,0.05,1.0,0.5227643751133684,0.5073462724469435
1,0.14,0.060000000000000005,1.0,0.5711065573770492,0.5721311475409837
1,0.14,0.06999999999999999,1.0,0.6251131221719456,0.6253393665158371
1,0.14,0.08,1.0,0.5821746067927969,0.5860496922726237
1,0.14,0.09,1.0,0.622111801242236,0.6335403726708074
1,0.14,0.09999999999999999,1.0,0.6594730238393978,0.6358845671267251
1,0.14,0.11,1.0,0.7180216031836271,0.7114837976122798
1,0.14,0.12,1.0,0.6804564907275322,0.717546362339515
1,0.14,0.13,1.0,0.7284557547715443,0.6963562753036437
1,0.14,0.14,1.0,0.7246891651865008,0.7258732978093546
1,0.14,0.15000000000000002,1.0,0.7360594795539034,0.7555762081784386
1,0.14,0.16,1.0,0.7705078125000001,0.8167317708333334
1,0.14,0.17,1.0,0.7861194527861194,0.7464130797464131
1,0.14,0.18000000000000002,1.0,0.7490015360983103,0.7231950844854071
1,0.14,0.19,1.0,0.8125210366879838,0.846852911477617
1,0.15000000000000002,0.01,1.0,0.3570492029535574,0.33193016354978955
1,0.15000000000000002,0.02,1.0,0.3815122643421853,0.36357186296371374
1,0.15000000000000002,0.03,1.0,0.39887063655030797,0.4092659137577002
1,0.15000000000000002,0.04,1.0,0.4333800841514726,0.4662614929094593
1,0.15000000000000002,0.05,1.0,0.503305342147579,0.5258174021797392
1,0.15000000000000002,0.060000000000000005,1.0,0.5167565485362094,0.5107858243451463
1,0.15000000000000002,0.06999999999999999,1.0,0.6125595103151212,0.6173203355248243
1,0.15000000000000002,0.08,1.0,0.6188058979937153,0.6043026347594875
1,0.15000000000000002,0.09,1.0,0.6187590887057683,0.6366941347552109
1,0.15000000000000002,0.09999999999999999,1.0,0.6393166506256015,0.6130895091434071
1,0.15000000000000002,0.11,1.0,0.7009724473257698,0.6739600216099405
1,0.15000000000000002,0.12,1.0,0.696657381615599,0.6916434540389972
1,0.15000000000000002,0.13,1.0,0.7925971245029061,0.7797491587641481
1,0.15000000000000002,0.14,1.0,0.7627118644067796,0.7377503852080123
1,0.15000000000000002,0.15000000000000002,1.0,0.6948905109489051,0.6727007299270072
1,0.15000000000000002,0.16,1.0,0.750465549348231,0.7734326505276227
1,0.15000000000000002,0.17,1.0,0.7621604548325963,0.7694251421351863
1,0.15000000000000002,0.18000000000000002,1.0,0.7585526315789474,0.7875000000000001
1,0.15000000000000002,0.19,1.0,0.7514600908500974,0.7968851395197923
1,0.16,0.01,1.0,0.36033637000700774,0.36517168885774354
1,0.16,0.02,1.0,0.3987316287497483,0.38010871753573583
1,0.16,0.03,1.0,0.44831812610649596,0.44001089472967453
1,0.16,0.04,1.0,0.4488495024875623,0.47730099502487566
1,0.16,0.05,1.0,0.5115257958287597,0.5345773874862788
1,0.16,0.060000000000000005,1.0,0.5303550973654066,0.5418098510882016
1,0.16,0.06999999999999999,1.0,0.5843035791289349,0.5884001724881414
1,0.16,0.08,1.0,0.59646408839779,0.5953591160220995
1,0.16,0.09,1.0,0.6182612918892667,0.6367168528411851
1,0.16,0.09999999999999999,1.0,0.6499741868869385,0.6786267423851315
1,0.16,0.11,1.0,0.6887755102040816,0.6622448979591836
1,0.16,0.12,1.0,0.7256562235393734,0.7058989556872707
1,0.16,0.13,1.0,0.691753171856978,0.7165513264129182
1,0.16,0.14,1.0,0.7080984870958172,0.7027588252743993
1,0.16,0.15000000000000002,1.0,0.6733431516936671,0.7378497790868924
1,0.16,0.16,1.0,0.7672209026128266,0.7396080760095012
1,0.16,0.17,1.0,0.7867313915857606,0.7475728155339807
1,0.16,0.18000000000000002,1.0,0.7715786019035117,0.7673121102723991
1,0.16,0.19,1.0,0.7756578947368421,0.824671052631579
1,0.17,0.01,1.0,0.3603247151920322,0.3331741592195921
1,0.17,0.02,1.0,0.32277340415441524,0.3531252964051977
1,0.17,0.03,1.0,0.42135847107438024,0.4176136363636364
1,0.17,0.04,1.0,0.47927621404268483,0.4464893287967832
1,0.17,0.05,1.0,0.5145128489554446,0.520613791828434
1,0.17,0.060000000000000005,1.0,0.5348168041434874,0.5530404757337425
1,0.17,0.06999999999999999,1.0,0.6203724478348664,0.6203724478348664
1,0.17,0.08,1.0,0.6215294690696541,0.661714564052606
1,0.17,0.09,1.0,0.5989920806335494,0.609311255099592
1,0.17,0.09999999999999999,1.0,0.673794002607562,0.6823989569752282
1,0.17,0.11,1.0,0.6768260641093011,0.6597477666841828
1,0.17,0.12,1.0,0.7052357535435348,0.682672837720567
1,0.17,0.13,1.0,0.6978699551569506,0.7096412556053812
1,0.17,0.14,1.0,0.6592714324842509,0.7006299643933169
1,0.17,0.15000000000000002,1.0,0.6779463243873979,0.7491248541423571
1,0.17,0.16,1.0,0.7718865598027127,0.7367447595561036
1,0.17,0.17,1.0,0.7641907233214401,0.7878689588063574
1,0.17,0.18000000000000002,1.0,0.7512355848434926,0.785502471169687
1,0.17,0.19,1.0,0.8629389703375384,0.8591885441527447
1,0.18000000000000002,0.01,1.0,0.3275090858261112,0.37447581772434996
1,0.18000000000000002,0.02,1.0,0.3606030150753769,0.37396984924623117
1,0.18000000000000002,0.03,1.0,0.3969666583103535,0.3762847831536726
1,0.18000000000000002,0.04,1.0,0.45001457301078396,0.4527834450597493
1,0.18000000000000002,0.05,1.0,0.5286453685525612,0.5375691593789041
1,0.18000000000000002,0.060000000000000005,1.0,0.5522358527898694,0.5645033636723388
1,0.18000000000000002,0.06999999999999999,1.0,0.5379641218189404,0.5269086357947435
1,0.18000000000000002,0.08,1.0,0.6200141609629455,0.6096294548029266
1,0.18000000000000002,0.09,1.0,0.6460396039603961,0.68490099009901
1,0.18000000000000002,0.09999999999999999,1.0,0.6679626749611197,0.6671850699844479
1,0.18000000000000002,0.11,1.0,0.7048899056334,0.7257649413783243
1,0.18000000000000002,0.12,1.0,0.6722425509670674,0.6623105070569786
1,0.18000000000000002,0.13,1.0,0.7869047619047619,0.7991071428571429
1,0.18000000000000002,0.14,1.0,0.7666666666666667,0.724425287356322
1,0.18000000000000002,0.15000000000000002,1.0,0.7543156596794082,0.7543156596794082
1,0.18000000000000002,0.16,1.0,0.7979483991296239,0.7513211066210755
1,0.18000000000000002,0.17,1.0,0.7525586995785671,0.7444310656231187
1,0.18000000000000002,0.18000000000000002,1.0,0.7924761023743447,0.7489978415047795
1,0.18000000000000002,0.19,1.0,0.8673328738800827,0.8352860096485182
1,0.19,0.01,1.0,0.357761066969353,0.34555902383654935
1,0.19,0.02,1.0,0.3916329572067277,0.38748137108792846
1,0.19,0.03,1.0,0.44099545089644104,0.4377843189724378
1,0.19,0.04,1.0,0.4968215158924205,0.48622656886715565
1,0.19,0.05,1.0,0.5080758426966292,0.49754213483146065
1,0.19,0.060000000000000005,1.0,0.4958614051973051,0.5293551491819056
1,0.19,0.06999999999999999,1.0,0.5720779220779221,0.5859307359307359
1,0.19,0.08,1.0,0.5815474847732913,0.5788405143243853
1,0.19,0.09,1.0,0.6532356532356531,0.6085470085470085
1,0.19,0.09999999999999999,1.0,0.6810694031866054,0.7069943289224953
1,0.19,0.11,1.0,0.7151481888035126,0.7014270032930845
1,0.19,0.12,1.0,0.7208391608391608,0.7015384615384614
1,0.19,0.13,1.0,0.7292161520190024,0.7318883610451306
1,0.19,0.14,1.0,0.7242907801418439,0.7104018912529549
1,0.19,0.15000000000000002,1.0,0.7345262540334407,0.6949251980052801
1,0.19,0.16,1.0,0.7628446115288221,0.8063909774436089
1,0.19,0.17,1.0,0.7517482517482517,0.803560076287349
1,0.19,0.18000000000000002,1.0,0.7878687437852171,0.8027842227378189
1,0.19,0.19,1.0,0.8352253181974545,0.8682490540075679
2,0.01,0.01,1.0,0.3393060590367685,0.3332988089073019
2,0.01,0.02,1.0,0.4170365312393308,0.41618299761010585
2,0.01,0.03,1.0,0.5087340953202502,0.5134785421608798
2,0.01,0.04,1.0,0.6081840064188285,0.6236961754479807
2,0.01,0.05,1.0,0.5698608137044968,0.6011777301927195
2,0.01,0.060000000000000005,1.0,0.6286558345642541,0.6457902511078286
2,0.01,0.06999999999999999,1.0,0.7060376113493896,0.6948201913559882
2,0.01,0.08,1.0,0.6885694729637235,0.7518822724161534
2,0.01,0.09,1.0,0.7034785545423843,0.7088821344140492
2,0.01,0.09999999999999999,1.0,0.7429186088203656,0.719612764431696
2,0.01,0.11,1.0,0.7438936781609196,0.7323994252873564
2,0.01,0.12,1.0,0.8050815320439894,0.7993932499051952
2,0.01,0.13,1.0,0.821806346623271,0.7701383238405208
2,0.01,0.14,1.0,0.8312958435207823,0.8308883455582723
2,0.01,0.15000000000000002,1.0,0.8644138506466417,0.870671672924489
2,0.01,0.16,1.0,0.8206121658271988,0.8372723750484309
2,0.01,0.17,1.0,0.8500830564784053,0.8774916943521595
2,0.01,0.18000000000000002,1.0,0.7945841392649903,0.8224371373307544
2,0.01,0.19,1.0,0.8290879211175021,0.822925225965489
2,0.02,0.01,1.0,0.3299737532808399,0.3405774278215223
2,0.02,0.02,1.0,0.4864817415730337,0.4771769662921348
2,0.02,0.03,1.0,0.5468238375900458,0.517790875354726
2,0.02,0.04,1.0,0.6420532528136151,0.6653856711501509
2,0.02,0.05,1.0,0.6408491107286288,0.6503155479059094
2,0.02,0.060000000000000005,1.0,0.6508404600412858,0.6473016809200827
2,0.02,0.06999999999999999,1.0,0.6973856209150326,0.719281045751634
2,0.02,0.08,1.0,0.7304519960409106,0.7347410095677994
2,0.02,0.09,1.0,0.7275947573503365,0.7208643287283033
2,0.02,0.09999999999999999,1.0,0.7129982668977469,0.7098786828422877
2,0.02,0.11,1.0,0.7683863885839737,0.7607025246981339
2,0.02,0.12,1.0,0.8025865348041081,0.7984024343856979
2,0.02,0.13,1.0,0.7466618549260196,0.7560447491880187
2,0.02,0.14,1.0,0.8329545454545454,0.768939393939394
2,0.02,0.15000000000000002,1.0,0.8109924871490709,0.815342032423883
2,0.02,0.16,1.0,0.8034427542033626,0.7946357085668535
2,0.02,0.17,1.0,0.8487641390867198,0.8697109342270632
2,0.02,0.18000000000000002,1.0,0.8089430894308942,0.8065040650406503
2,0.02,0.19,1.0,0.855235711305799,0.8285356695869838
2,0.03,0.01,1.0,0.3513068306611025,0.3611904238963321
2,0.03,0.02,1.0,0.4137817883511074,0.4193601312551271
2,0.03,0.03,1.0,0.5286173633440515,0.5093247588424438
2,0.03,0.04,1.0,0.5927985173418057,0.5888271114641249
2,0.03,0.05,1.0,0.5902796633179473,0.5739885962530547
2,0.03,0.060000000000000005,1.0,0.7250165453342158,0.699205823957644
