sub_num,condition,stim_id,cat,resp,rt,age,gender,date,prob_num,num_problems_solved,current_trial_prob,current_trial_stim,current_trial_exp,relevant_dim
43,immediate,53,1,1,0.7992273623185611,18,Female,2020-03-09,0,0,0,0,0,1
43,immediate,1,2,1,2.5725223574881966,18,Female,2020-03-09,0,0,1,1,1,1
43,immediate,51,1,2,5.603714473430955,18,Female,2020-03-09,0,0,2,2,2,1
43,immediate,6,2,2,1.2882488888881198,18,Female,2020-03-09,0,0,3,3,3,1
43,immediate,59,1,1,1.5150617971012252,18,Female,2020-03-09,0,0,4,4,4,1
43,immediate,11,2,2,2.0712539516916877,18,Female,2020-03-09,0,0,5,5,5,1
43,immediate,28,2,1,0.7226425507251406,18,Female,2020-03-09,0,0,6,6,6,1
43,immediate,41,1,2,3.661512966182272,18,Female,2020-03-09,0,0,7,7,7,1
43,immediate,36,1,2,1.7672091207732592,18,Female,2020-03-09,0,0,8,8,8,1
43,immediate,32,1,1,1.2434173526562518,18,Female,2020-03-09,0,0,9,9,9,1
43,immediate,58,1,1,0.7548416618355986,18,Female,2020-03-09,0,0,10,10,10,1
43,immediate,48,1,1,0.782432154588605,18,Female,2020-03-09,0,0,11,11,11,1
43,immediate,5,2,2,0.7467572560381086,18,Female,2020-03-09,0,0,12,12,12,1
43,immediate,21,2,2,0.8171238647337304,18,Female,2020-03-09,0,0,13,13,13,1
43,immediate,29,2,2,0.7824074202908378,18,Female,2020-03-09,0,0,14,14,14,1
43,immediate,30,2,1,2.570695729469662,18,Female,2020-03-09,0,0,15,15,15,1
43,immediate,46,1,1,1.1859997681167442,18,Female,2020-03-09,0,0,16,16,16,1
43,immediate,14,2,1,1.6879193043478153,18,Female,2020-03-09,0,0,17,17,17,1
43,immediate,35,1,1,0.6598168115942826,18,Female,2020-03-09,0,0,18,18,18,1
43,immediate,49,1,1,1.4534545313999843,18,Female,2020-03-09,0,0,19,19,19,1
43,immediate,38,1,1,0.6466427053146617,18,Female,2020-03-09,0,0,20,20,20,1
43,immediate,17,2,2,0.6715022222233529,18,Female,2020-03-09,0,0,21,21,21,1
43,immediate,12,2,2,0.617018434782949,18,Female,2020-03-09,0,0,22,22,22,1
43,immediate,63,1,1,0.8763674589372386,18,Female,2020-03-09,0,0,23,23,23,1
43,immediate,7,2,2,1.785523632850527,18,Female,2020-03-09,0,0,24,24,24,1
43,immediate,9,2,2,1.4699943574887584,18,Female,2020-03-09,0,0,25,25,25,1
43,immediate,8,2,2,0.6185831884067738,18,Female,2020-03-09,0,0,26,26,26,1
43,immediate,27,2,2,0.8196071884049161,18,Female,2020-03-09,0,0,27,27,27,1
43,immediate,57,1,1,0.9134559227040882,18,Female,2020-03-09,0,0,28,28,28,1
43,immediate,20,2,2,0.7956869565223315,18,Female,2020-03-09,0,0,29,29,29,1
43,immediate,18,2,1,1.6530835169069178,18,Female,2020-03-09,1,1,0,0,30,3
43,immediate,47,1,1,2.0542466473416425,18,Female,2020-03-09,1,1,1,1,31,3
43,immediate,34,2,2,0.8593873623194668,18,Female,2020-03-09,1,1,2,2,32,3
43,immediate,23,2,2,1.2205619323667634,18,Female,2020-03-09,1,1,3,3,33,3
43,immediate,60,1,1,1.8830370628020319,18,Female,2020-03-09,1,1,4,4,34,3
43,immediate,32,2,1,0.7487505314002192,18,Female,2020-03-09,1,1,5,5,35,3
43,immediate,25,1,1,2.087836444443383,18,Female,2020-03-09,1,1,6,6,36,3
43,immediate,24,1,1,0.8155714782606083,18,Female,2020-03-09,1,1,7,7,37,3
43,immediate,51,2,1,0.5771053140088043,18,Female,2020-03-09,1,1,8,8,38,3
43,immediate,29,1,1,2.0243858550729783,18,Female,2020-03-09,1,1,9,9,39,3
43,immediate,45,1,1,1.5544641545893683,18,Female,2020-03-09,1,1,10,10,40,3
43,immediate,5,2,1,0.7536695652179333,18,Female,2020-03-09,1,1,11,11,41,3
43,immediate,10,1,1,0.7592814685995108,18,Female,2020-03-09,1,1,12,12,42,3
43,immediate,63,1,1,0.7455662995162129,18,Female,2020-03-09,1,1,13,13,43,3
43,immediate,22,2,2,0.5808018550724228,18,Female,2020-03-09,1,1,14,14,44,3
43,immediate,43,1,2,5.916790415458308,18,Female,2020-03-09,1,1,15,15,45,3
43,immediate,9,1,2,0.6997973333327536,18,Female,2020-03-09,1,1,16,16,46,3
43,immediate,13,1,1,0.6620014685995557,18,Female,2020-03-09,1,1,17,17,47,3
43,immediate,59,1,1,0.4956067246366729,18,Female,2020-03-09,1,1,18,18,48,3
43,immediate,37,2,2,1.1891864734297997,18,Female,2020-03-09,1,1,19,19,49,3
43,immediate,12,1,1,0.662108135265953,18,Female,2020-03-09,1,1,20,20,50,3
43,immediate,53,2,2,0.6147351497584168,18,Female,2020-03-09,1,1,21,21,51,3
43,immediate,2,2,2,1.3586773333336168,18,Female,2020-03-09,1,1,22,22,52,3
43,immediate,28,1,1,0.8413848115942528,18,Female,2020-03-09,1,1,23,23,53,3
43,immediate,49,2,2,0.9192805410621077,18,Female,2020-03-09,1,1,24,24,54,3
43,immediate,27,1,1,1.1853845024161274,18,Female,2020-03-09,1,1,25,25,55,3
43,immediate,33,2,2,0.5649539710138924,18,Female,2020-03-09,1,1,26,26,56,3
43,immediate,11,1,1,0.459950067632235,18,Female,2020-03-09,1,1,27,27,57,3
43,immediate,21,2,2,0.6248762125596841,18,Female,2020-03-09,1,1,28,28,58,3
43,immediate,15,1,1,1.8653665700476267,18,Female,2020-03-09,2,2,0,0,59,5
43,immediate,26,1,2,1.8823342995165149,18,Female,2020-03-09,2,2,1,1,60,5
43,immediate,13,2,1,2.753168386474499,18,Female,2020-03-09,2,2,2,2,61,5
43,immediate,39,1,2,0.6746193623184809,18,Female,2020-03-09,2,2,3,3,62,5
43,immediate,3,1,1,1.9445358067623602,18,Female,2020-03-09,2,2,4,4,63,5
43,immediate,9,2,1,0.8811538550726254,18,Female,2020-03-09,2,2,5,5,64,5
43,immediate,6,1,1,0.8477999613533029,18,Female,2020-03-09,2,2,6,6,65,5
43,immediate,5,2,1,0.8456536425110244,18,Female,2020-03-09,2,2,7,7,66,5
43,immediate,54,1,1,1.9411571014497895,18,Female,2020-03-09,2,2,8,8,67,5
43,immediate,16,2,1,2.2531635942032153,18,Female,2020-03-09,2,2,9,9,68,5
43,immediate,29,2,1,0.9354020483096974,18,Female,2020-03-09,2,2,10,10,69,5
43,immediate,30,1,2,0.6636141449289426,18,Female,2020-03-09,2,2,11,11,70,5
43,immediate,52,2,2,0.9769114589380479,18,Female,2020-03-09,2,2,12,12,71,5
43,immediate,41,2,1,2.0643462801926944,18,Female,2020-03-09,2,2,13,13,72,5
43,immediate,51,1,2,0.7792640000006941,18,Female,2020-03-09,2,2,14,14,73,5
43,immediate,50,1,2,2.1352728115944046,18,Female,2020-03-09,2,2,15,15,74,5
43,immediate,48,2,1,0.45235014492755,18,Female,2020-03-09,2,2,16,16,75,5
43,immediate,19,1,2,1.7048214879214356,18,Female,2020-03-09,2,2,17,17,76,5
43,immediate,17,2,1,0.8594334299505135,18,Female,2020-03-09,2,2,18,18,77,5
43,immediate,25,2,1,3.7490643478249694,18,Female,2020-03-09,2,2,19,19,78,5
43,immediate,57,2,2,1.3180775265700504,18,Female,2020-03-09,2,2,20,20,79,5
43,immediate,4,2,1,1.022609932368141,18,Female,2020-03-09,2,2,21,21,80,5
43,immediate,42,1,2,1.2329451594196144,18,Female,2020-03-09,2,2,22,22,81,5
43,immediate,58,1,2,1.586601739129037,18,Female,2020-03-09,2,2,23,23,82,5
43,immediate,2,1,1,1.1223884057963005,18,Female,2020-03-09,2,2,24,24,83,5
43,immediate,35,1,2,1.2869883671501157,18,Female,2020-03-09,2,2,25,25,84,5
43,immediate,1,2,1,0.751196444443849,18,Female,2020-03-09,2,2,26,26,85,5
43,immediate,11,1,1,2.8034600193241204,18,Female,2020-03-09,2,2,27,27,86,5
43,immediate,60,2,2,0.7943880966176948,18,Female,2020-03-09,2,2,28,28,87,5
43,immediate,32,2,2,0.7353244444457232,18,Female,2020-03-09,2,2,29,29,88,5
43,immediate,28,2,2,0.5604885024149553,18,Female,2020-03-09,2,2,30,30,89,5
43,immediate,46,1,1,0.7117613140089816,18,Female,2020-03-09,2,2,31,31,90,5
43,immediate,12,2,2,0.4186598647338542,18,Female,2020-03-09,2,2,32,32,91,5
43,immediate,55,1,1,2.9659408695661114,18,Female,2020-03-09,2,2,33,33,92,5
43,immediate,20,2,2,0.8135373913046351,18,Female,2020-03-09,2,2,34,34,93,5
43,immediate,43,1,1,0.48318701449170476,18,Female,2020-03-09,2,2,35,35,94,5
43,immediate,63,1,1,0.9523994589380891,18,Female,2020-03-09,2,2,36,36,95,5
43,immediate,56,2,2,0.6966183574877505,18,Female,2020-03-09,2,2,37,37,96,5
43,immediate,45,2,2,0.8837586859899602,18,Female,2020-03-09,2,2,38,38,97,5
