sub_num,condition,stim_id,cat,resp,rt,age,gender,date,prob_num,num_problems_solved,current_trial_prob,current_trial_stim,current_trial_exp,relevant_dim
17,immediate,12,2,1,2.235063342995204,18,Female,2019-08-14,0,0,0,0,0,6
17,immediate,30,2,2,3.17952030917877,18,Female,2019-08-14,0,0,1,1,1,6
17,immediate,3,1,1,0.7609188792270061,18,Female,2019-08-14,0,0,2,2,2,6
17,immediate,4,2,2,0.6134257777777066,18,Female,2019-08-14,0,0,3,3,3,6
17,immediate,16,2,2,0.7976180869565042,18,Female,2019-08-14,0,0,4,4,4,6
17,immediate,46,2,2,0.762246801932406,18,Female,2019-08-14,0,0,5,5,5,6
17,immediate,63,1,1,0.6303084830917669,18,Female,2019-08-14,0,0,6,6,6,6
17,immediate,26,2,2,0.6550165024154921,18,Female,2019-08-14,0,0,7,7,7,6
17,immediate,40,2,2,0.5205645603864468,18,Female,2019-08-14,0,0,8,8,8,6
17,immediate,57,1,1,0.5906056038646739,18,Female,2019-08-14,0,0,9,9,9,6
17,immediate,22,2,2,0.48642473429958955,18,Female,2019-08-14,0,0,10,10,10,6
17,immediate,1,1,1,0.5373421449276066,18,Female,2019-08-14,0,0,11,11,11,6
17,immediate,43,1,1,0.528771091787462,18,Female,2019-08-14,0,0,12,12,12,6
17,immediate,23,1,1,0.7273352657003898,18,Female,2019-08-14,0,0,13,13,13,6
17,immediate,1,2,1,0.5402672850242425,18,Female,2019-08-14,1,1,0,0,14,2
17,immediate,51,1,2,0.785079652173863,18,Female,2019-08-14,1,1,1,1,15,2
17,immediate,6,2,1,1.3093803285023569,18,Female,2019-08-14,1,1,2,2,16,2
17,immediate,13,2,2,0.8064098937197741,18,Female,2019-08-14,1,1,3,3,17,2
17,immediate,20,1,2,0.5430498937198536,18,Female,2019-08-14,1,1,4,4,18,2
17,immediate,8,2,1,1.045908096618291,18,Female,2019-08-14,1,1,5,5,19,2
17,immediate,41,2,2,0.5203778164250252,18,Female,2019-08-14,1,1,6,6,20,2
17,immediate,18,1,1,0.6313009468598239,18,Female,2019-08-14,1,1,7,7,21,2
17,immediate,54,1,1,0.5932629951691979,18,Female,2019-08-14,1,1,8,8,22,2
17,immediate,15,2,2,0.5051618937197873,18,Female,2019-08-14,1,1,9,9,23,2
